SR_NO,TIME_STR,WIND_DIR,WIND_SP,TEMP_DEG,DEWPOINT_DEG,PRESSURE_MBAR,QNH_MBAR,QFE_MBAR,TIME_VAL
1,00:00,63,24,-14.9,0,973.8,973.9,973.8,0
2,00:01,62,26,-14.9,0,974,973.9,974,60
3,00:02,68,23.8,-14.9,0,973.9,973.8,973.9,120
4,00:03,67,23,-14.9,0,973.9,974,973.9,180
5,00:04,69,25.1,-14.9,0,973.9,974,973.9,240
6,00:05,65,23.4,-14.9,0,974,974,974,300
7,00:06,66,23.8,-14.9,0,974,974,974,360
8,00:07,69,23,-14.8,0,974,974,974,420
9,00:08,68,22.7,-14.8,0,974,974,974,480
10,00:09,70,25.3,-14.8,0,973.9,973.7,973.9,540
11,00:10,64,25.2,-14.8,0,974,974,974,600
12,00:11,65,27.2,-14.8,0,974,974,974,660
13,00:12,67,24.5,-14.8,0,973.9,974,973.9,720
14,00:13,70,22.9,-14.8,0,973.9,974,973.9,780
15,00:14,70,23.6,-14.8,0,974,974,974,840
16,00:15,70,24.7,-14.8,0,973.9,974,973.9,900
17,00:16,62,23.9,-14.8,0,974,974,974,960
18,00:17,70,22.9,-14.8,0,973.9,974,973.9,1020
19,00:18,69,22,-14.7,0,973.9,973.8,973.9,1080
20,00:19,73,24.7,-14.7,0,973.9,973.8,973.9,1140
21,00:20,71,24.7,-14.8,0,973.9,973.8,973.9,1200
22,00:21,74,25.5,-14.7,0,973.9,974,973.9,1260
23,00:22,70,25.5,-14.7,0,973.9,973.9,973.9,1320
24,00:23,72,23.4,-14.7,0,973.9,974,973.9,1380
25,00:24,73,23,-14.7,0,973.8,973.5,973.8,1440
26,00:25,72,22.7,-14.7,0,973.8,973.5,973.8,1500
27,00:26,66,24.7,-14.7,0,973.8,973.6,973.8,1560
28,00:27,70,23.4,-14.7,0,973.9,973.9,973.9,1620
29,00:28,72,22.7,-14.7,0,973.9,973.8,973.9,1680
30,00:29,72,23.7,-14.7,0,973.8,973.5,973.8,1740
31,00:30,71,26.2,-14.7,0,973.8,973.5,973.8,1800
32,00:31,69,23,-14.7,0,973.8,973.7,973.8,1860
33,00:32,71,28,-14.7,0,973.9,973.8,973.9,1920
34,00:33,73,23.5,-14.7,0,973.8,973.4,973.8,1980
