SR_NO,TIME_STR,WIND_DIR,WIND_SP,TEMP_DEG,DEWPOINT_DEG,PRESSURE_MBAR,QNH_MBAR,QFE_MBAR,TIME_VAL
1,00:00,101,18.9,-21.5,0,987.3,987,987.3,0
2,00:01,108,19.2,-21.7,0,987.3,987,987.3,60
3,00:02,107,18.9,-21.9,0,987.3,987,987.3,120
4,00:03,101,18.2,-21.8,0,987.3,987,987.3,180
5,00:04,98,18.7,-21.7,0,987.3,987,987.3,240
6,00:05,97,19.3,-21.7,0,987.3,987,987.3,300
7,00:06,95,18,-21.9,0,987.3,987,987.3,360
8,00:07,94,14.6,-21.9,0,987.2,987,987.2,420
9,00:08,98,12.7,-21.9,0,987.2,987,987.2,480
10,00:09,90,12.6,-22.2,0,987.2,987,987.2,540
11,00:10,98,15.7,-22.2,0,987.1,987,987.1,600
12,00:11,94,17.1,-22.2,0,987.1,987,987.1,660
13,00:12,96,14.1,-22.1,0,987.2,987,987.2,720
14,00:13,95,15.6,-22.1,0,987.1,987,987.1,780
15,00:14,95,14.7,-22,0,987.1,987,987.1,840
16,00:15,95,14.5,-22,0,987.1,987,987.1,900
17,00:16,93,11.9,-21.8,0,987.2,987,987.2,960
18,00:17,94,12.3,-21.8,0,987.1,987,987.1,1020
19,00:18,95,12.5,-21.8,0,987.2,987,987.2,1080
20,00:19,101,12.1,-21.6,0,987.3,987,987.3,1140
21,00:20,100,12.5,-21.5,0,987.3,987,987.3,1200
22,00:21,95,13.7,-21.5,0,987.3,987,987.3,1260
23,00:22,93,14.5,-21.4,0,987.2,987,987.2,1320
24,00:23,96,15.8,-21.3,0,987.4,987,987.4,1380
25,00:24,97,13.8,-21.7,0,987.4,987,987.4,1440
26,00:25,94,11,-22,0,987.3,987,987.3,1500
27,00:26,97,11.9,-22,0,987.4,987,987.4,1560
28,00:27,99,13.1,-21.6,0,987.3,987,987.3,1620
29,00:28,98,12.1,-21.7,0,987.4,987,987.4,1680
30,00:29,99,10.7,-21.9,0,987.3,987,987.3,1740
31,00:30,98,13.2,-21.8,0,987.4,987,987.4,1800
32,00:31,99,13.2,-21.8,0,987.3,987,987.3,1860
33,00:32,99,14.1,-21.9,0,987.3,987,987.3,1920
34,00:33,97,13,-21.9,0,987.3,987,987.3,1980
35,00:34,98,13.8,-21.9,0,987.3,987,987.3,2040
36,00:35,98,15.2,-22,0,987.3,987,987.3,2100
37,00:36,94,15.3,-22.1,0,987.4,987,987.4,2160
38,00:37,97,14.3,-22.1,0,987.4,987,987.4,2220
39,00:38,96,13.8,-22.2,0,987.3,987,987.3,2280
40,00:39,99,11.7,-22.3,0,987.3,987,987.3,2340
41,00:40,99,11.7,-22.4,0,987.3,987,987.3,2400
42,00:41,102,14.4,-22.6,0,987.3,987,987.3,2460
43,00:42,107,16.5,-22.5,0,987.3,987,987.3,2520
44,00:43,103,13.8,-22.1,0,987.3,987,987.3,2580
45,00:44,96,16.5,-21.8,0,987.3,987,987.3,2640
46,00:45,89,17.5,-21.9,0,987.4,987,987.4,2700
47,00:46,84,18,-21.8,0,987.4,987,987.4,2760
48,00:47,85,15.6,-21.6,0,987.4,987,987.4,2820
49,00:48,88,13.3,-21.8,0,987.4,987,987.4,2880
50,00:49,97,11.9,-22.1,0,987.5,987,987.5,2940
51,00:50,94,13.6,-22.2,0,987.4,987,987.4,3000
52,00:51,95,15.7,-22.2,0,987.4,987,987.4,3060
53,00:52,94,16.5,-22.3,0,987.4,987,987.4,3120
54,00:53,99,13.8,-22.5,0,987.5,987,987.5,3180
